,source,target,fraction,source_description,target_description,contingency
,RPCS,MKTOXA,0.043478260869565,Request propose or suggest an action for hearer or for hearer and speaker. | Counter-suggestion; an indirect refusal.,Mark occurrence of event (thank greet apologize congratulate etc.). | Mark transfer of object to hearer | Exhibit attentiveness to hearer.,0
,RPCS,PF,0.024154589371981,Request propose or suggest an action for hearer or for hearer and speaker. | Counter-suggestion; an indirect refusal.,Prohibit/forbid/protest hearer's performance of an act,1
,RPCS,PRCN,0.009661835748792,Request propose or suggest an action for hearer or for hearer and speaker. | Counter-suggestion; an indirect refusal.,Perform verbal move in game. | Count.,1
,RPCS,QN,0.019323671497585,Request propose or suggest an action for hearer or for hearer and speaker. | Counter-suggestion; an indirect refusal.,Ask a product-question (wh-question),0
,RPCS,RD,0.144927536231884,Request propose or suggest an action for hearer or for hearer and speaker. | Counter-suggestion; an indirect refusal.,Refuse to carry out an act requested or proposed by other.,1
,RPCS,RPCS,0.117552334943639,Request propose or suggest an action for hearer or for hearer and speaker. | Counter-suggestion; an indirect refusal.,Request propose or suggest an action for hearer or for hearer and speaker. | Counter-suggestion; an indirect refusal.,1
,RPCS,RR,0.014492753623188,Request propose or suggest an action for hearer or for hearer and speaker. | Counter-suggestion; an indirect refusal.,Request to repeat utterance.,1
,RPCS,RT,0.045088566827697,Request propose or suggest an action for hearer or for hearer and speaker. | Counter-suggestion; an indirect refusal.,Repeat or imitate other's utterance.,0
,RPCS,SI,0.017713365539453,Request propose or suggest an action for hearer or for hearer and speaker. | Counter-suggestion; an indirect refusal.,State intent to carry out act by speaker.,1
,RPCS,STAPDWTXCT,0.099838969404187,Request propose or suggest an action for hearer or for hearer and speaker. | Counter-suggestion; an indirect refusal.,Make a declarative statement. | Agree with proposition or proposal expressed by previous speaker | Disagree with proposition expressed by previous speaker. | Read or recite written text aloud. | Correct provide correct verbal form in place of erroneous one.,1
,RPCS,YQTQ,0.022544283413849,Request propose or suggest an action for hearer or for hearer and speaker. | Counter-suggestion; an indirect refusal.,Ask a yes/no question. | Ask a limited-alternative yes/no question.,0
,RPCS,YYOO,0.326892109500805,Request propose or suggest an action for hearer or for hearer and speaker. | Counter-suggestion; an indirect refusal.,Make a word-like utterance without clear function. | Unintelligible vocalization.,0
,SS,AC,0.214285714285714,Signal to start performing an act such as running or rolling a ball,Answer calls; show attentiveness to communications.,1
,SS,RD,0.178571428571429,Signal to start performing an act such as running or rolling a ball,Refuse to carry out an act requested or proposed by other.,0
,SS,YYOO,0.607142857142857,Signal to start performing an act such as running or rolling a ball,Make a word-like utterance without clear function. | Unintelligible vocalization.,0
,RQ,ADALGI,0.397694524495677,Yes/no question or suggestion about hearer's wishes and intentions,Agree to carry out an act requested or proposed by other. | Agree to do something for the last time. | Give in; accept other's insistence or refusal.,0
,RQ,MKTOXA,0.017291066282421,Yes/no question or suggestion about hearer's wishes and intentions,Mark occurrence of event (thank greet apologize congratulate etc.). | Mark transfer of object to hearer | Exhibit attentiveness to hearer.,0
,RQ,RD,0.207492795389049,Yes/no question or suggestion about hearer's wishes and intentions,Refuse to carry out an act requested or proposed by other.,1
,RQ,RPCS,0.06628242074928,Yes/no question or suggestion about hearer's wishes and intentions,Request propose or suggest an action for hearer or for hearer and speaker. | Counter-suggestion; an indirect refusal.,1
,RQ,RT,0.040345821325649,Yes/no question or suggestion about hearer's wishes and intentions,Repeat or imitate other's utterance.,0
,RQ,SI,0.014409221902017,Yes/no question or suggestion about hearer's wishes and intentions,State intent to carry out act by speaker.,1
,RQ,STAPDWTXCT,0.054755043227666,Yes/no question or suggestion about hearer's wishes and intentions,Make a declarative statement. | Agree with proposition or proposal expressed by previous speaker | Disagree with proposition expressed by previous speaker. | Read or recite written text aloud. | Correct provide correct verbal form in place of erroneous one.,1
,RQ,YYOO,0.201729106628242,Yes/no question or suggestion about hearer's wishes and intentions,Make a word-like utterance without clear function. | Unintelligible vocalization.,0
,PRCN,CL,0.037593984962406,Perform verbal move in game. | Count.,Call attention to hearer by name or by substitute exclamations,1
,PRCN,PRCN,0.165413533834586,Perform verbal move in game. | Count.,Perform verbal move in game. | Count.,1
,PRCN,RPCS,0.112781954887218,Perform verbal move in game. | Count.,Request propose or suggest an action for hearer or for hearer and speaker. | Counter-suggestion; an indirect refusal.,1
,PRCN,RT,0.097744360902256,Perform verbal move in game. | Count.,Repeat or imitate other's utterance.,1
,PRCN,STAPDWTXCT,0.06015037593985,Perform verbal move in game. | Count.,Make a declarative statement. | Agree with proposition or proposal expressed by previous speaker | Disagree with proposition expressed by previous speaker. | Read or recite written text aloud. | Correct provide correct verbal form in place of erroneous one.,1
,PRCN,YYOO,0.526315789473684,Perform verbal move in game. | Count.,Make a word-like utterance without clear function. | Unintelligible vocalization.,0
,EAEIECEX,CXSC,0.054545454545455,Elicit onomatopoeic or animal sounds. | Elicit imitation of word or sentence by modelling or by explicit command | Elicit completion of word or sentence. | Elicit completion of rote-learned text.,Complete text if so demanded. | Complete statement or other utterance in compliance with request,1
,EAEIECEX,PRCN,0.518181818181818,Elicit onomatopoeic or animal sounds. | Elicit imitation of word or sentence by modelling or by explicit command | Elicit completion of word or sentence. | Elicit completion of rote-learned text.,Perform verbal move in game. | Count.,1
,EAEIECEX,RT,0.181818181818182,Elicit onomatopoeic or animal sounds. | Elicit imitation of word or sentence by modelling or by explicit command | Elicit completion of word or sentence. | Elicit completion of rote-learned text.,Repeat or imitate other's utterance.,1
,EAEIECEX,STAPDWTXCT,0.090909090909091,Elicit onomatopoeic or animal sounds. | Elicit imitation of word or sentence by modelling or by explicit command | Elicit completion of word or sentence. | Elicit completion of rote-learned text.,Make a declarative statement. | Agree with proposition or proposal expressed by previous speaker | Disagree with proposition expressed by previous speaker. | Read or recite written text aloud. | Correct provide correct verbal form in place of erroneous one.,1
,EAEIECEX,YYOO,0.154545454545455,Elicit onomatopoeic or animal sounds. | Elicit imitation of word or sentence by modelling or by explicit command | Elicit completion of word or sentence. | Elicit completion of rote-learned text.,Make a word-like utterance without clear function. | Unintelligible vocalization.,0
,ABPMET,MKTOXA,0.08955223880597,Approve of appropriate behavior. | Praise for motor acts i.e for nonverbal behavior. | Express enthusiasm for hearer's performance.,Mark occurrence of event (thank greet apologize congratulate etc.). | Mark transfer of object to hearer | Exhibit attentiveness to hearer.,1
,ABPMET,RPCS,0.149253731343284,Approve of appropriate behavior. | Praise for motor acts i.e for nonverbal behavior. | Express enthusiasm for hearer's performance.,Request propose or suggest an action for hearer or for hearer and speaker. | Counter-suggestion; an indirect refusal.,1
,ABPMET,SI,0.104477611940299,Approve of appropriate behavior. | Praise for motor acts i.e for nonverbal behavior. | Express enthusiasm for hearer's performance.,State intent to carry out act by speaker.,1
,ABPMET,STAPDWTXCT,0.134328358208955,Approve of appropriate behavior. | Praise for motor acts i.e for nonverbal behavior. | Express enthusiasm for hearer's performance.,Make a declarative statement. | Agree with proposition or proposal expressed by previous speaker | Disagree with proposition expressed by previous speaker. | Read or recite written text aloud. | Correct provide correct verbal form in place of erroneous one.,1
,ABPMET,YYOO,0.522388059701493,Approve of appropriate behavior. | Praise for motor acts i.e for nonverbal behavior. | Express enthusiasm for hearer's performance.,Make a word-like utterance without clear function. | Unintelligible vocalization.,0
,AC,MKTOXA,0.081395348837209,Answer calls; show attentiveness to communications.,Mark occurrence of event (thank greet apologize congratulate etc.). | Mark transfer of object to hearer | Exhibit attentiveness to hearer.,1
,AC,RPCS,0.104651162790698,Answer calls; show attentiveness to communications.,Request propose or suggest an action for hearer or for hearer and speaker. | Counter-suggestion; an indirect refusal.,1
,AC,STAPDWTXCT,0.337209302325581,Answer calls; show attentiveness to communications.,Make a declarative statement. | Agree with proposition or proposal expressed by previous speaker | Disagree with proposition expressed by previous speaker. | Read or recite written text aloud. | Correct provide correct verbal form in place of erroneous one.,1
,AC,YYOO,0.476744186046512,Answer calls; show attentiveness to communications.,Make a word-like utterance without clear function. | Unintelligible vocalization.,0
,MKTOXA,MKTOXA,0.095833333333333,Mark occurrence of event (thank greet apologize congratulate etc.). | Mark transfer of object to hearer | Exhibit attentiveness to hearer.,Mark occurrence of event (thank greet apologize congratulate etc.). | Mark transfer of object to hearer | Exhibit attentiveness to hearer.,1
,MKTOXA,PF,0.029166666666667,Mark occurrence of event (thank greet apologize congratulate etc.). | Mark transfer of object to hearer | Exhibit attentiveness to hearer.,Prohibit/forbid/protest hearer's performance of an act,1
